EntryID	Reaction	Buffer	Organism	Temperature	pH	Activator	Cofactor	Inhibitor	KeggReactionID	KineticMechanismType	Other Modifier	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	Pathway	Product	PubMedID	Publication	Rate Equation	SabioReactionID	Substrate	UniProtKB_AC	Tissue	Enzyme Variant	Enzymename	ECNumber	CellularLocation
21394	H2O + D-Fructose 1,6-bisphosphate = Phosphate + D-Fructose 6-phosphate	[ 50 mM imidazole, 50 mM KCl, 20 mM Mg acetate, 0.5 mM NADP+, 0.2 mM EDTA, 5 µg/ml yeast glucose-6-phosphate dehydrogenase, 50 µg/ml yeast phospho-glucose isomerase,  50 mM imidazole, 50 mM KCl, 20 mM Mg acetate, 0.5 mM NADP+, 0.2 mM EDTA, 5 µg/ml yeast glucose-6-phosphate dehydrogenase, 50 µg/ml yeast phospho-glucose isomerase]	Homo sapiens	25.0	8.0				R00762	unknown		specific enz. activity		6.16679E-8		1.00002E-8	katal*g^(-1)	Glycolysis/Gluconeogenesis	Phosphate;D-Fructose 6-phosphate	2537226	Van Schaftingen E: D-glycerate kinase deficiency as a cause of D-glyceric aciduria, FEBS Lett 1989 (243) , 127-31	unknown	1117	D-Fructose 1,6-bisphosphate;H2O	P09467	liver	wildtype	fructose-bisphosphatase	3.1.3.11	[unknown, unknown, unknown, unknown, unknown]
21398	H2O + D-Fructose 1,6-bisphosphate = Phosphate + D-Fructose 6-phosphate	[ 50 mM imidazole, 50 mM KCl, 20 mM Mg acetate, 0.5 mM NADP+, 0.2 mM EDTA, 5 µg/ml yeast glucose-6-phosphate dehydrogenase, 50 µg/ml yeast phospho-glucose isomerase,  50 mM imidazole, 50 mM KCl, 20 mM Mg acetate, 0.5 mM NADP+, 0.2 mM EDTA, 5 µg/ml yeast glucose-6-phosphate dehydrogenase, 50 µg/ml yeast phospho-glucose isomerase]	Homo sapiens	25.0	8.0				R00762	unknown		specific enz. activity		9.50019E-8		-	katal*g^(-1)	Glycolysis/Gluconeogenesis	D-Fructose 6-phosphate;Phosphate	2537226	Van Schaftingen E: D-glycerate kinase deficiency as a cause of D-glyceric aciduria, FEBS Lett 1989 (243) , 127-31	unknown	1117	D-Fructose 1,6-bisphosphate;H2O	P09467	liver	wildtype	fructose-bisphosphatase	3.1.3.11	[unknown, unknown, unknown, unknown, unknown]
43064	H2O + D-Fructose 1,6-bisphosphate = Phosphate + D-Fructose 6-phosphate	[50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase, 50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase]	Homo sapiens	37.0	7.5				R00762	Michaelis-Menten		concentration	D-Fructose 1,6-bisphosphate	3.5E-5		-	M	Methane metabolism	Phosphate;D-Fructose 6-phosphate	16213487	Rakus D, Maciaszczyk E, Wawrzycka D, Ulaszewski S, Eschrich K, Dzugaj A: The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP, FEBS Lett 2005 (579) , 5577-81	kcat*E*S/(Km+S)	1117	D-Fructose 1,6-bisphosphate;H2O	P09467	liver	wildtype	fructose-bisphosphatase	3.1.3.11	[unknown, unknown, unknown, unknown, unknown]
43064	H2O + D-Fructose 1,6-bisphosphate = Phosphate + D-Fructose 6-phosphate	[50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase, 50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase]	Homo sapiens	37.0	7.5				R00762	Michaelis-Menten		concentration	Enzyme			-	-	Methane metabolism	Phosphate;D-Fructose 6-phosphate	16213487	Rakus D, Maciaszczyk E, Wawrzycka D, Ulaszewski S, Eschrich K, Dzugaj A: The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP, FEBS Lett 2005 (579) , 5577-81	kcat*E*S/(Km+S)	1117	D-Fructose 1,6-bisphosphate;H2O	P09467	liver	wildtype	fructose-bisphosphatase	3.1.3.11	[unknown, unknown, unknown, unknown, unknown]
43064	H2O + D-Fructose 1,6-bisphosphate = Phosphate + D-Fructose 6-phosphate	[50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase, 50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase]	Homo sapiens	37.0	7.5				R00762	Michaelis-Menten		kcat		20.8		0.5	s^(-1)	Methane metabolism	Phosphate;D-Fructose 6-phosphate	16213487	Rakus D, Maciaszczyk E, Wawrzycka D, Ulaszewski S, Eschrich K, Dzugaj A: The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP, FEBS Lett 2005 (579) , 5577-81	kcat*E*S/(Km+S)	1117	D-Fructose 1,6-bisphosphate;H2O	P09467	liver	wildtype	fructose-bisphosphatase	3.1.3.11	[unknown, unknown, unknown, unknown, unknown]
43064	H2O + D-Fructose 1,6-bisphosphate = Phosphate + D-Fructose 6-phosphate	[50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase, 50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase]	Homo sapiens	37.0	7.5				R00762	Michaelis-Menten		Km	D-Fructose 1,6-bisphosphate	2.1E-6		3.0E-7	M	Methane metabolism	Phosphate;D-Fructose 6-phosphate	16213487	Rakus D, Maciaszczyk E, Wawrzycka D, Ulaszewski S, Eschrich K, Dzugaj A: The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP, FEBS Lett 2005 (579) , 5577-81	kcat*E*S/(Km+S)	1117	D-Fructose 1,6-bisphosphate;H2O	P09467	liver	wildtype	fructose-bisphosphatase	3.1.3.11	[unknown, unknown, unknown, unknown, unknown]
43072	H2O + D-Fructose 1,6-bisphosphate = Phosphate + D-Fructose 6-phosphate	[50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase, 50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase]	Homo sapiens	37.0	7.5			Fructose 2,6-bisphosphate	R00762	Uncompetitive inhibition		Ki	Fructose 2,6-bisphosphate	2.3E-7		4.0E-8	M	Methane metabolism	D-Fructose 6-phosphate;Phosphate	16213487	Rakus D, Maciaszczyk E, Wawrzycka D, Ulaszewski S, Eschrich K, Dzugaj A: The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP, FEBS Lett 2005 (579) , 5577-81	-	1117	H2O;D-Fructose 1,6-bisphosphate	P09467	liver	wildtype	fructose-bisphosphatase	3.1.3.11	[unknown, unknown, unknown, unknown, unknown, unknown]
43072	H2O + D-Fructose 1,6-bisphosphate = Phosphate + D-Fructose 6-phosphate	[50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase, 50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase]	Homo sapiens	37.0	7.5			Fructose 2,6-bisphosphate	R00762	Uncompetitive inhibition		concentration	Enzyme			-	-	Methane metabolism	D-Fructose 6-phosphate;Phosphate	16213487	Rakus D, Maciaszczyk E, Wawrzycka D, Ulaszewski S, Eschrich K, Dzugaj A: The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP, FEBS Lett 2005 (579) , 5577-81	-	1117	H2O;D-Fructose 1,6-bisphosphate	P09467	liver	wildtype	fructose-bisphosphatase	3.1.3.11	[unknown, unknown, unknown, unknown, unknown, unknown]
43072	H2O + D-Fructose 1,6-bisphosphate = Phosphate + D-Fructose 6-phosphate	[50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase, 50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase]	Homo sapiens	37.0	7.5			Fructose 2,6-bisphosphate	R00762	Uncompetitive inhibition		Km	D-Fructose 1,6-bisphosphate	2.1E-6		3.0E-7	M	Methane metabolism	D-Fructose 6-phosphate;Phosphate	16213487	Rakus D, Maciaszczyk E, Wawrzycka D, Ulaszewski S, Eschrich K, Dzugaj A: The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP, FEBS Lett 2005 (579) , 5577-81	-	1117	H2O;D-Fructose 1,6-bisphosphate	P09467	liver	wildtype	fructose-bisphosphatase	3.1.3.11	[unknown, unknown, unknown, unknown, unknown, unknown]
43072	H2O + D-Fructose 1,6-bisphosphate = Phosphate + D-Fructose 6-phosphate	[50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase, 50 mM BTP, 2 mM MgCl2, 150 mM KCl, 1 mM EDTA, 0.2 mM NADP+, 10 U/ml Glucose 6-phosphate dehydrogenase, 10 U/ml Glucose 6-phosphate isomerase]	Homo sapiens	37.0	7.5			Fructose 2,6-bisphosphate	R00762	Uncompetitive inhibition		concentration	D-Fructose 1,6-bisphosphate	3.5E-5		-	M	Methane metabolism	D-Fructose 6-phosphate;Phosphate	16213487	Rakus D, Maciaszczyk E, Wawrzycka D, Ulaszewski S, Eschrich K, Dzugaj A: The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP, FEBS Lett 2005 (579) , 5577-81	-	1117	H2O;D-Fructose 1,6-bisphosphate	P09467	liver	wildtype	fructose-bisphosphatase	3.1.3.11	[unknown, unknown, unknown, unknown, unknown, unknown]
