EntryID	Reaction	Buffer	Organism	Temperature	pH	Activator	Cofactor	Inhibitor	KeggReactionID	KineticMechanismType	Other Modifier	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	Pathway	Product	PubMedID	Publication	Rate Equation	SabioReactionID	Substrate	UniProtKB_AC	Tissue	Enzyme Variant	Enzymename	ECNumber	CellularLocation
26576	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[ 0.02 M Potassium phosphate, 0.03 M Nicotinamide, 0.4 mM Sodium cyanide, 0.1 % Triton-X 100,  0.02 M Potassium phosphate, 0.03 M Nicotinamide, 0.4 mM Sodium cyanide, 0.1 % Triton-X 100]	Rattus norvegicus	25.0	7.7				R00243	unknown		concentration	NAD+	0.0014		-	M	D-Glutamine and D-Glutamate metabolism	H+;NADH;2-Oxoglutarate;NH3	1260500	Hallock RO, Yamada EW: Pyrimidine reducing enzymes of rat liver, Can J Biochem 1976 (54) , 178-84	unknown	755	L-Glutamate;H2O;NAD+	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
26576	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[ 0.02 M Potassium phosphate, 0.03 M Nicotinamide, 0.4 mM Sodium cyanide, 0.1 % Triton-X 100,  0.02 M Potassium phosphate, 0.03 M Nicotinamide, 0.4 mM Sodium cyanide, 0.1 % Triton-X 100]	Rattus norvegicus	25.0	7.7				R00243	unknown		concentration	L-Glutamate	0.013		-	M	D-Glutamine and D-Glutamate metabolism	H+;NADH;2-Oxoglutarate;NH3	1260500	Hallock RO, Yamada EW: Pyrimidine reducing enzymes of rat liver, Can J Biochem 1976 (54) , 178-84	unknown	755	L-Glutamate;H2O;NAD+	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
26576	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[ 0.02 M Potassium phosphate, 0.03 M Nicotinamide, 0.4 mM Sodium cyanide, 0.1 % Triton-X 100,  0.02 M Potassium phosphate, 0.03 M Nicotinamide, 0.4 mM Sodium cyanide, 0.1 % Triton-X 100]	Rattus norvegicus	25.0	7.7				R00243	unknown		specific enz. activity		1.68611111E-6		-	mol*s^(-1)*g^(-1)	D-Glutamine and D-Glutamate metabolism	H+;NADH;2-Oxoglutarate;NH3	1260500	Hallock RO, Yamada EW: Pyrimidine reducing enzymes of rat liver, Can J Biochem 1976 (54) , 178-84	unknown	755	L-Glutamate;H2O;NAD+	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
32428	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00243	unknown		Km	L-Glutamate	0.00461		3.2E-4	M	Alanine, aspartate and glutamate metabolism	H+;2-Oxoglutarate;NH3;NADH	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	755	NAD+;L-Glutamate;H2O	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
32428	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00243	unknown		concentration	NAD+	0.0014		-	M	Alanine, aspartate and glutamate metabolism	H+;2-Oxoglutarate;NH3;NADH	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	755	NAD+;L-Glutamate;H2O	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
32428	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00243	unknown		concentration	L-Glutamate	0.0	0.025	-	M	Alanine, aspartate and glutamate metabolism	H+;2-Oxoglutarate;NH3;NADH	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	755	NAD+;L-Glutamate;H2O	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
32429	NADP+ + L-Glutamate + H2O = NADPH + 2-Oxoglutarate + H+ + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00248	unknown		concentration	L-Glutamate	0.0	0.025	-	M	Alanine, aspartate and glutamate metabolism	H+;2-Oxoglutarate;NADPH;NH3	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	757	L-Glutamate;NADP+;H2O	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
32429	NADP+ + L-Glutamate + H2O = NADPH + 2-Oxoglutarate + H+ + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00248	unknown		Km	L-Glutamate	0.0207		0.0026	M	Alanine, aspartate and glutamate metabolism	H+;2-Oxoglutarate;NADPH;NH3	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	757	L-Glutamate;NADP+;H2O	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
32429	NADP+ + L-Glutamate + H2O = NADPH + 2-Oxoglutarate + H+ + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00248	unknown		concentration	NADP+	0.0014		-	M	Alanine, aspartate and glutamate metabolism	H+;2-Oxoglutarate;NADPH;NH3	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	757	L-Glutamate;NADP+;H2O	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
32430	L-Glutamate + NAD+ + H2O = 2-Oxoglutarate + H+ + NADH + NH3	[ 50 mM Tris, 2.5 mM EDTA, 1 mM ADP,  50 mM Tris, 2.5 mM EDTA, 1 mM ADP]	Rattus norvegicus	22.0	9.5				R00243	unknown		concentration	NAD+	0.0	0.0014	-	M	Alanine, aspartate and glutamate metabolism	NH3;2-Oxoglutarate;H+;NADH	10618641	Lee WK, Shin S, Cho SS, Park JS: Purification and characterization of glutamate dehydrogenase as another isoprotein binding to the membrane of rough endoplasmic reticulum, J Cell Biochem 1999 (76) , 244-53	unknown	755	L-Glutamate;H2O;NAD+	P10860	liver	wildtype	glutamate dehydrogenase [NAD(P)+]	1.4.1.3	[mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion, mitochondrion]
