EntryID	Reaction	Buffer	Organism	Temperature	pH	Activator	Cofactor	Inhibitor	KeggReactionID	KineticMechanismType	Other Modifier	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	Pathway	Product	PubMedID	Publication	Rate Equation	SabioReactionID	Substrate	UniProtKB_AC	Tissue	Enzyme Variant	Enzymename	ECNumber	CellularLocation
8529	Oxaloacetate + GTP = GDP + CO2 + Phosphoenolpyruvate	[ 33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate,  33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate]	Rattus norvegicus	30.0	7.4				R00431	Hill Cooperativity		Km	Oxaloacetate	1.74E-5		2.7E-6	M	Glycolysis/Gluconeogenesis	CO2;GDP;Phosphoenolpyruvate	8503871	Maggini S, Stoecklin-Tschan FB, Mörikofer-Zwez S, Walter P: A physiological role of Mn2+ in the regulation of cytosolic phosphoenolpyruvate carboxykinase from rat liver is unlikely, Biochem J 1993 (292) , 365-70	unknown	106	GTP;Oxaloacetate	P07379	liver	wildtype	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]
8529	Oxaloacetate + GTP = GDP + CO2 + Phosphoenolpyruvate	[ 33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate,  33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate]	Rattus norvegicus	30.0	7.4				R00431	Hill Cooperativity		concentration	Oxaloacetate	5.0E-6	5.0E-5	-	M	Glycolysis/Gluconeogenesis	CO2;GDP;Phosphoenolpyruvate	8503871	Maggini S, Stoecklin-Tschan FB, Mörikofer-Zwez S, Walter P: A physiological role of Mn2+ in the regulation of cytosolic phosphoenolpyruvate carboxykinase from rat liver is unlikely, Biochem J 1993 (292) , 365-70	unknown	106	GTP;Oxaloacetate	P07379	liver	wildtype	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]
8529	Oxaloacetate + GTP = GDP + CO2 + Phosphoenolpyruvate	[ 33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate,  33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate]	Rattus norvegicus	30.0	7.4				R00431	Hill Cooperativity		Vmax		1.11666667E-8		8.33333E-10	mol*s^(-1)*g^(-1)	Glycolysis/Gluconeogenesis	CO2;GDP;Phosphoenolpyruvate	8503871	Maggini S, Stoecklin-Tschan FB, Mörikofer-Zwez S, Walter P: A physiological role of Mn2+ in the regulation of cytosolic phosphoenolpyruvate carboxykinase from rat liver is unlikely, Biochem J 1993 (292) , 365-70	unknown	106	GTP;Oxaloacetate	P07379	liver	wildtype	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]
8530	Oxaloacetate + GTP = GDP + CO2 + Phosphoenolpyruvate	[ 33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate,  33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate]	Rattus norvegicus	30.0	7.4	Fe2+			R00431	Hill Cooperativity		Vmax		2.8E-8		4.0E-9	mol*s^(-1)*g^(-1)	Glycolysis/Gluconeogenesis	CO2;Phosphoenolpyruvate;GDP	8503871	Maggini S, Stoecklin-Tschan FB, Mörikofer-Zwez S, Walter P: A physiological role of Mn2+ in the regulation of cytosolic phosphoenolpyruvate carboxykinase from rat liver is unlikely, Biochem J 1993 (292) , 365-70	unknown	106	Oxaloacetate;GTP	P07379	liver	wildtype	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]
8530	Oxaloacetate + GTP = GDP + CO2 + Phosphoenolpyruvate	[ 33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate,  33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate]	Rattus norvegicus	30.0	7.4	Fe2+			R00431	Hill Cooperativity		Km	Oxaloacetate	1.37E-5		4.8E-6	M	Glycolysis/Gluconeogenesis	CO2;Phosphoenolpyruvate;GDP	8503871	Maggini S, Stoecklin-Tschan FB, Mörikofer-Zwez S, Walter P: A physiological role of Mn2+ in the regulation of cytosolic phosphoenolpyruvate carboxykinase from rat liver is unlikely, Biochem J 1993 (292) , 365-70	unknown	106	Oxaloacetate;GTP	P07379	liver	wildtype	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]
8530	Oxaloacetate + GTP = GDP + CO2 + Phosphoenolpyruvate	[ 33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate,  33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate]	Rattus norvegicus	30.0	7.4	Fe2+			R00431	Hill Cooperativity		concentration	Fe2+	5.0E-6		-	M	Glycolysis/Gluconeogenesis	CO2;Phosphoenolpyruvate;GDP	8503871	Maggini S, Stoecklin-Tschan FB, Mörikofer-Zwez S, Walter P: A physiological role of Mn2+ in the regulation of cytosolic phosphoenolpyruvate carboxykinase from rat liver is unlikely, Biochem J 1993 (292) , 365-70	unknown	106	Oxaloacetate;GTP	P07379	liver	wildtype	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]
8530	Oxaloacetate + GTP = GDP + CO2 + Phosphoenolpyruvate	[ 33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate,  33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate]	Rattus norvegicus	30.0	7.4	Fe2+			R00431	Hill Cooperativity		concentration	Oxaloacetate	5.0E-6	5.0E-5	-	M	Glycolysis/Gluconeogenesis	CO2;Phosphoenolpyruvate;GDP	8503871	Maggini S, Stoecklin-Tschan FB, Mörikofer-Zwez S, Walter P: A physiological role of Mn2+ in the regulation of cytosolic phosphoenolpyruvate carboxykinase from rat liver is unlikely, Biochem J 1993 (292) , 365-70	unknown	106	Oxaloacetate;GTP	P07379	liver	wildtype	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]
8531	Oxaloacetate + GTP = GDP + CO2 + Phosphoenolpyruvate	[ 33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate,  33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate]	Rattus norvegicus	30.0	7.4	Mn2+			R00431	Hill Cooperativity		Km	Oxaloacetate	2.17E-5		4.6E-6	M	Glycolysis/Gluconeogenesis	CO2;GDP;Phosphoenolpyruvate	8503871	Maggini S, Stoecklin-Tschan FB, Mörikofer-Zwez S, Walter P: A physiological role of Mn2+ in the regulation of cytosolic phosphoenolpyruvate carboxykinase from rat liver is unlikely, Biochem J 1993 (292) , 365-70	unknown	106	Oxaloacetate;GTP	P07379	liver	wildtype	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]
8531	Oxaloacetate + GTP = GDP + CO2 + Phosphoenolpyruvate	[ 33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate,  33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate]	Rattus norvegicus	30.0	7.4	Mn2+			R00431	Hill Cooperativity		concentration	Oxaloacetate	5.0E-6	5.0E-5	-	M	Glycolysis/Gluconeogenesis	CO2;GDP;Phosphoenolpyruvate	8503871	Maggini S, Stoecklin-Tschan FB, Mörikofer-Zwez S, Walter P: A physiological role of Mn2+ in the regulation of cytosolic phosphoenolpyruvate carboxykinase from rat liver is unlikely, Biochem J 1993 (292) , 365-70	unknown	106	Oxaloacetate;GTP	P07379	liver	wildtype	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]
8531	Oxaloacetate + GTP = GDP + CO2 + Phosphoenolpyruvate	[ 33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate,  33 mM Tris/HCl, 0.66 mM GSH, 0.8 mM dithiothreitol, 3 mM MgSO4, 1.63 NAD+, 20 mM lactate, 0.7 mM pyruvate, 80 mM KCl, 1.7 mM phosphate]	Rattus norvegicus	30.0	7.4	Mn2+			R00431	Hill Cooperativity		Vmax		3.9E-8		6.0E-9	mol*s^(-1)*g^(-1)	Glycolysis/Gluconeogenesis	CO2;GDP;Phosphoenolpyruvate	8503871	Maggini S, Stoecklin-Tschan FB, Mörikofer-Zwez S, Walter P: A physiological role of Mn2+ in the regulation of cytosolic phosphoenolpyruvate carboxykinase from rat liver is unlikely, Biochem J 1993 (292) , 365-70	unknown	106	Oxaloacetate;GTP	P07379	liver	wildtype	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	[cytosol, cytosol, cytosol, cytosol, cytosol, cytosol, cytosol]
