EntryID	Reaction	Buffer	ECNumber	CellularLocation	UniProtKB_AC	Tissue	Enzyme Variant	Enzymename	Organism	Temperature	pH	Activator	Cofactor	Inhibitor	KeggReactionID	KineticMechanismType	Other Modifier	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	Pathway	Product	PubMedID	Publication	Rate Equation	SabioReactionID	Substrate
2615	D-Glucose + ATP = ADP + D-Glucose 6-phosphate	[ 50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase,  50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase]	2.7.1.2	[unknown, unknown, unknown, unknown, unknown]	P17712	liver	wildtype	glucokinase	Rattus norvegicus	35.0	7.4				R00299	Uni-Uni Reversible using Haldane relationship		concentration	D-Glucose	0.0	0.1	-	M	Glycolysis/Gluconeogenesis	D-Glucose 6-phosphate;ADP	1435758	Meléndez-Hevia E, Mateo F, Torres NV: Control analysis of rat liver glycolysis under different glucose concentrations. The substrate approach and the role of glucokinase., Mol Cell Biochem 1992 (115) , 1-9	V*(S-P/Keq)/(Ks*(1+S/Ks+P/Kp))	793	ATP;D-Glucose
2615	D-Glucose + ATP = ADP + D-Glucose 6-phosphate	[ 50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase,  50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase]	2.7.1.2	[unknown, unknown, unknown, unknown, unknown]	P17712	liver	wildtype	glucokinase	Rattus norvegicus	35.0	7.4				R00299	Uni-Uni Reversible using Haldane relationship		concentration	D-Glucose 6-phosphate				-	Glycolysis/Gluconeogenesis	D-Glucose 6-phosphate;ADP	1435758	Meléndez-Hevia E, Mateo F, Torres NV: Control analysis of rat liver glycolysis under different glucose concentrations. The substrate approach and the role of glucokinase., Mol Cell Biochem 1992 (115) , 1-9	V*(S-P/Keq)/(Ks*(1+S/Ks+P/Kp))	793	ATP;D-Glucose
2615	D-Glucose + ATP = ADP + D-Glucose 6-phosphate	[ 50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase,  50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase]	2.7.1.2	[unknown, unknown, unknown, unknown, unknown]	P17712	liver	wildtype	glucokinase	Rattus norvegicus	35.0	7.4				R00299	Uni-Uni Reversible using Haldane relationship		Vmax		1.16666667E-6		-	mol*s^(-1)*g^(-1)	Glycolysis/Gluconeogenesis	D-Glucose 6-phosphate;ADP	1435758	Meléndez-Hevia E, Mateo F, Torres NV: Control analysis of rat liver glycolysis under different glucose concentrations. The substrate approach and the role of glucokinase., Mol Cell Biochem 1992 (115) , 1-9	V*(S-P/Keq)/(Ks*(1+S/Ks+P/Kp))	793	ATP;D-Glucose
2615	D-Glucose + ATP = ADP + D-Glucose 6-phosphate	[ 50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase,  50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase]	2.7.1.2	[unknown, unknown, unknown, unknown, unknown]	P17712	liver	wildtype	glucokinase	Rattus norvegicus	35.0	7.4				R00299	Uni-Uni Reversible using Haldane relationship		Km	D-Glucose 6-phosphate	1.0E-4		-	M	Glycolysis/Gluconeogenesis	D-Glucose 6-phosphate;ADP	1435758	Meléndez-Hevia E, Mateo F, Torres NV: Control analysis of rat liver glycolysis under different glucose concentrations. The substrate approach and the role of glucokinase., Mol Cell Biochem 1992 (115) , 1-9	V*(S-P/Keq)/(Ks*(1+S/Ks+P/Kp))	793	ATP;D-Glucose
2615	D-Glucose + ATP = ADP + D-Glucose 6-phosphate	[ 50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase,  50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase]	2.7.1.2	[unknown, unknown, unknown, unknown, unknown]	P17712	liver	wildtype	glucokinase	Rattus norvegicus	35.0	7.4				R00299	Uni-Uni Reversible using Haldane relationship		concentration	ATP	0.001		-	M	Glycolysis/Gluconeogenesis	D-Glucose 6-phosphate;ADP	1435758	Meléndez-Hevia E, Mateo F, Torres NV: Control analysis of rat liver glycolysis under different glucose concentrations. The substrate approach and the role of glucokinase., Mol Cell Biochem 1992 (115) , 1-9	V*(S-P/Keq)/(Ks*(1+S/Ks+P/Kp))	793	ATP;D-Glucose
2615	D-Glucose + ATP = ADP + D-Glucose 6-phosphate	[ 50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase,  50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase]	2.7.1.2	[unknown, unknown, unknown, unknown, unknown]	P17712	liver	wildtype	glucokinase	Rattus norvegicus	35.0	7.4				R00299	Uni-Uni Reversible using Haldane relationship		Keq		5000.0		-	-	Glycolysis/Gluconeogenesis	D-Glucose 6-phosphate;ADP	1435758	Meléndez-Hevia E, Mateo F, Torres NV: Control analysis of rat liver glycolysis under different glucose concentrations. The substrate approach and the role of glucokinase., Mol Cell Biochem 1992 (115) , 1-9	V*(S-P/Keq)/(Ks*(1+S/Ks+P/Kp))	793	ATP;D-Glucose
2615	D-Glucose + ATP = ADP + D-Glucose 6-phosphate	[ 50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase,  50 mM Hepes / 10 mM sodium phosphate, 100 mM KCl, 10 mM MgCl2, 1 mg/ml trypsin inhibitor, 0.28 mM NADH, 2.5 mM phosphocreatine, 15 µM fructose 2,6-bisphosphate, 5 U/ml creatine kinase, 1 U/ml fructose-bisphosphate aldolase, 5 U/ml triose-phosphate isomerase, 3 U/ml glycerol 3-phosphate dehydrogenase]	2.7.1.2	[unknown, unknown, unknown, unknown, unknown]	P17712	liver	wildtype	glucokinase	Rattus norvegicus	35.0	7.4				R00299	Uni-Uni Reversible using Haldane relationship		Km	D-Glucose	0.01		-	M	Glycolysis/Gluconeogenesis	D-Glucose 6-phosphate;ADP	1435758	Meléndez-Hevia E, Mateo F, Torres NV: Control analysis of rat liver glycolysis under different glucose concentrations. The substrate approach and the role of glucokinase., Mol Cell Biochem 1992 (115) , 1-9	V*(S-P/Keq)/(Ks*(1+S/Ks+P/Kp))	793	ATP;D-Glucose
56574	D-Glucose + ATP = ADP + D-Glucose 6-phosphate		2.7.1.2	[unknown, unknown, unknown, unknown, unknown]	P17709	-	wildtype isozyme Glk1p	glucokinase	Saccharomyces cerevisiae	-	-				R00299	unknown		concentration	D-Glucose	0.00628000179338242		-	M	Starch and Sucrose metabolism	ADP;D-Glucose 6-phosphate		Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41	GLK1*HXKGLK1kcat*(-ADP*G6P/(HXKGLK1Katp*HXKGLK1Kglc*KeqHXK)+ATP*GLC/(HXKGLK1Katp*HXKGLK1Kglc))/((1+ADP/HXKGLK1Kadp+ATP/HXKGLK1Katp)*(1+G6P/HXKGLK1Kg6p+GLC/HXKGLK1Kglc))	793	ATP;D-Glucose
56574	D-Glucose + ATP = ADP + D-Glucose 6-phosphate		2.7.1.2	[unknown, unknown, unknown, unknown, unknown]	P17709	-	wildtype isozyme Glk1p	glucokinase	Saccharomyces cerevisiae	-	-				R00299	unknown		concentration	Enzyme	4.50869624419226E-5		-	M	Starch and Sucrose metabolism	ADP;D-Glucose 6-phosphate		Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41	GLK1*HXKGLK1kcat*(-ADP*G6P/(HXKGLK1Katp*HXKGLK1Kglc*KeqHXK)+ATP*GLC/(HXKGLK1Katp*HXKGLK1Kglc))/((1+ADP/HXKGLK1Kadp+ATP/HXKGLK1Katp)*(1+G6P/HXKGLK1Kg6p+GLC/HXKGLK1Kglc))	793	ATP;D-Glucose
56574	D-Glucose + ATP = ADP + D-Glucose 6-phosphate		2.7.1.2	[unknown, unknown, unknown, unknown, unknown]	P17709	-	wildtype isozyme Glk1p	glucokinase	Saccharomyces cerevisiae	-	-				R00299	unknown		kcat		0.0721		-	s^(-1)	Starch and Sucrose metabolism	ADP;D-Glucose 6-phosphate		Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41	GLK1*HXKGLK1kcat*(-ADP*G6P/(HXKGLK1Katp*HXKGLK1Kglc*KeqHXK)+ATP*GLC/(HXKGLK1Katp*HXKGLK1Kglc))/((1+ADP/HXKGLK1Kadp+ATP/HXKGLK1Katp)*(1+G6P/HXKGLK1Kg6p+GLC/HXKGLK1Kglc))	793	ATP;D-Glucose
