EntryID	Reaction	Buffer	ECNumber	CellularLocation	UniProtKB_AC	Tissue	Enzyme Variant	Enzymename	Organism	Temperature	pH	Activator	Cofactor	Inhibitor	KeggReactionID	KineticMechanismType	Other Modifier	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	Pathway	Product	PubMedID	Publication	Rate Equation	SabioReactionID	Substrate
20977	NAD+ + D-Glyceraldehyde 3-phosphate + Phosphate = NADH + H+ + 3-Phospho-D-glyceroyl phosphate	[ 250 mM triethanolamine/HCl, 3.3 mM cysteine/HCl,  250 mM triethanolamine/HCl, 3.3 mM cysteine/HCl]	1.2.1.12	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	Q8DVV3	-	wildtype	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Streptococcus mutans	30.0	7.0				R01061	unknown		concentration	NAD+	0.001		-	M	Carbon fixation in photosynthetic organisms	3-Phospho-D-glyceroyl phosphate;NADH;H+	33184	Crow VL, Wittenberger CL: Separation and properties of NAD+- and NADP+-dependent glyceraldehyde-3-phosphate dehydrogenases from Streptococcus mutans, J Biol Chem 1979 (254) , 1134-42	unknown	7844	NAD+;D-Glyceraldehyde 3-phosphate;Phosphate
20977	NAD+ + D-Glyceraldehyde 3-phosphate + Phosphate = NADH + H+ + 3-Phospho-D-glyceroyl phosphate	[ 250 mM triethanolamine/HCl, 3.3 mM cysteine/HCl,  250 mM triethanolamine/HCl, 3.3 mM cysteine/HCl]	1.2.1.12	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	Q8DVV3	-	wildtype	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Streptococcus mutans	30.0	7.0				R01061	unknown		concentration	Enzyme	6.7E-4	0.00467	-	mg/ml	Carbon fixation in photosynthetic organisms	3-Phospho-D-glyceroyl phosphate;NADH;H+	33184	Crow VL, Wittenberger CL: Separation and properties of NAD+- and NADP+-dependent glyceraldehyde-3-phosphate dehydrogenases from Streptococcus mutans, J Biol Chem 1979 (254) , 1134-42	unknown	7844	NAD+;D-Glyceraldehyde 3-phosphate;Phosphate
20977	NAD+ + D-Glyceraldehyde 3-phosphate + Phosphate = NADH + H+ + 3-Phospho-D-glyceroyl phosphate	[ 250 mM triethanolamine/HCl, 3.3 mM cysteine/HCl,  250 mM triethanolamine/HCl, 3.3 mM cysteine/HCl]	1.2.1.12	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	Q8DVV3	-	wildtype	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Streptococcus mutans	30.0	7.0				R01061	unknown		concentration	D-Glyceraldehyde 3-phosphate	0.001		-	M	Carbon fixation in photosynthetic organisms	3-Phospho-D-glyceroyl phosphate;NADH;H+	33184	Crow VL, Wittenberger CL: Separation and properties of NAD+- and NADP+-dependent glyceraldehyde-3-phosphate dehydrogenases from Streptococcus mutans, J Biol Chem 1979 (254) , 1134-42	unknown	7844	NAD+;D-Glyceraldehyde 3-phosphate;Phosphate
20977	NAD+ + D-Glyceraldehyde 3-phosphate + Phosphate = NADH + H+ + 3-Phospho-D-glyceroyl phosphate	[ 250 mM triethanolamine/HCl, 3.3 mM cysteine/HCl,  250 mM triethanolamine/HCl, 3.3 mM cysteine/HCl]	1.2.1.12	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	Q8DVV3	-	wildtype	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Streptococcus mutans	30.0	7.0				R01061	unknown		Keq		0.53		0.01	M^(-1)	Carbon fixation in photosynthetic organisms	3-Phospho-D-glyceroyl phosphate;NADH;H+	33184	Crow VL, Wittenberger CL: Separation and properties of NAD+- and NADP+-dependent glyceraldehyde-3-phosphate dehydrogenases from Streptococcus mutans, J Biol Chem 1979 (254) , 1134-42	unknown	7844	NAD+;D-Glyceraldehyde 3-phosphate;Phosphate
20977	NAD+ + D-Glyceraldehyde 3-phosphate + Phosphate = NADH + H+ + 3-Phospho-D-glyceroyl phosphate	[ 250 mM triethanolamine/HCl, 3.3 mM cysteine/HCl,  250 mM triethanolamine/HCl, 3.3 mM cysteine/HCl]	1.2.1.12	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	Q8DVV3	-	wildtype	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Streptococcus mutans	30.0	7.0				R01061	unknown		concentration	Phosphate	0.01	0.02	-	M	Carbon fixation in photosynthetic organisms	3-Phospho-D-glyceroyl phosphate;NADH;H+	33184	Crow VL, Wittenberger CL: Separation and properties of NAD+- and NADP+-dependent glyceraldehyde-3-phosphate dehydrogenases from Streptococcus mutans, J Biol Chem 1979 (254) , 1134-42	unknown	7844	NAD+;D-Glyceraldehyde 3-phosphate;Phosphate
56587	NAD+ + D-Glyceraldehyde 3-phosphate + Phosphate = NADH + H+ + 3-Phospho-D-glyceroyl phosphate		1.2.1.12	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	P00360	-	wildtype isozyme Tdh1p	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Saccharomyces cerevisiae	-	-				R01061	unknown		concentration	Enzyme	3.5086464280139604E-4		-	M	Glycolysis/Gluconeogenesis	NADH;H+;3-Phospho-D-glyceroyl phosphate		Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41	TDH1*TDHTDH1kcat*(GAP*NAD/(TDHTDH1Kgap*TDHTDH1Knad)-BPG*NADH/(KeqTDH*TDHTDH1Kgap*TDHTDH1Knad))/((1+BPG/TDHTDH1Kbpg+GAP/TDHTDH1Kgap)*(1+NAD/TDHTDH1Knad+NADH/TDHTDH1Knadh))	7844	Phosphate;NAD+;D-Glyceraldehyde 3-phosphate
56587	NAD+ + D-Glyceraldehyde 3-phosphate + Phosphate = NADH + H+ + 3-Phospho-D-glyceroyl phosphate		1.2.1.12	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	P00360	-	wildtype isozyme Tdh1p	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Saccharomyces cerevisiae	-	-				R01061	unknown		Km	3-Phospho-D-glyceroyl phosphate	9.8E-6		-	M	Glycolysis/Gluconeogenesis	NADH;H+;3-Phospho-D-glyceroyl phosphate		Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41	TDH1*TDHTDH1kcat*(GAP*NAD/(TDHTDH1Kgap*TDHTDH1Knad)-BPG*NADH/(KeqTDH*TDHTDH1Kgap*TDHTDH1Knad))/((1+BPG/TDHTDH1Kbpg+GAP/TDHTDH1Kgap)*(1+NAD/TDHTDH1Knad+NADH/TDHTDH1Knadh))	7844	Phosphate;NAD+;D-Glyceraldehyde 3-phosphate
56587	NAD+ + D-Glyceraldehyde 3-phosphate + Phosphate = NADH + H+ + 3-Phospho-D-glyceroyl phosphate		1.2.1.12	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	P00360	-	wildtype isozyme Tdh1p	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Saccharomyces cerevisiae	-	-				R01061	unknown		concentration	D-Glyceraldehyde 3-phosphate	3.15891028770503E-4		-	M	Glycolysis/Gluconeogenesis	NADH;H+;3-Phospho-D-glyceroyl phosphate		Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41	TDH1*TDHTDH1kcat*(GAP*NAD/(TDHTDH1Kgap*TDHTDH1Knad)-BPG*NADH/(KeqTDH*TDHTDH1Kgap*TDHTDH1Knad))/((1+BPG/TDHTDH1Kbpg+GAP/TDHTDH1Kgap)*(1+NAD/TDHTDH1Knad+NADH/TDHTDH1Knadh))	7844	Phosphate;NAD+;D-Glyceraldehyde 3-phosphate
56587	NAD+ + D-Glyceraldehyde 3-phosphate + Phosphate = NADH + H+ + 3-Phospho-D-glyceroyl phosphate		1.2.1.12	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	P00360	-	wildtype isozyme Tdh1p	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Saccharomyces cerevisiae	-	-				R01061	unknown		Km	D-Glyceraldehyde 3-phosphate	4.95E-4		-	M	Glycolysis/Gluconeogenesis	NADH;H+;3-Phospho-D-glyceroyl phosphate		Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41	TDH1*TDHTDH1kcat*(GAP*NAD/(TDHTDH1Kgap*TDHTDH1Knad)-BPG*NADH/(KeqTDH*TDHTDH1Kgap*TDHTDH1Knad))/((1+BPG/TDHTDH1Kbpg+GAP/TDHTDH1Kgap)*(1+NAD/TDHTDH1Knad+NADH/TDHTDH1Knadh))	7844	Phosphate;NAD+;D-Glyceraldehyde 3-phosphate
56587	NAD+ + D-Glyceraldehyde 3-phosphate + Phosphate = NADH + H+ + 3-Phospho-D-glyceroyl phosphate		1.2.1.12	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	P00360	-	wildtype isozyme Tdh1p	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Saccharomyces cerevisiae	-	-				R01061	unknown		Km	NAD+	8.999999999999999E-5		-	M	Glycolysis/Gluconeogenesis	NADH;H+;3-Phospho-D-glyceroyl phosphate		Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41	TDH1*TDHTDH1kcat*(GAP*NAD/(TDHTDH1Kgap*TDHTDH1Knad)-BPG*NADH/(KeqTDH*TDHTDH1Kgap*TDHTDH1Knad))/((1+BPG/TDHTDH1Kbpg+GAP/TDHTDH1Kgap)*(1+NAD/TDHTDH1Knad+NADH/TDHTDH1Knadh))	7844	Phosphate;NAD+;D-Glyceraldehyde 3-phosphate
